,flu
1250,0.0425531914893617
1251,0.0425531914893617
1252,0.0425531914893617
1253,0.0425531914893617
1254,0.0425531914893617
1255,0.0425531914893617
1256,0.0425531914893617
1257,0.0425531914893617
1258,0.0425531914893617
1259,0.0425531914893617
1260,0.0425531914893617
1261,0.0425531914893617
1262,0.0425531914893617
1263,0.0425531914893617
1264,0.0425531914893617
1265,0.0425531914893617
1266,0.0425531914893617
1267,0.0425531914893617
1268,0.0425531914893617
1269,0.0425531914893617
1270,0.0425531914893617
1271,0.0425531914893617
1272,0.0425531914893617
1273,0.0425531914893617
1274,0.0425531914893617
1275,0.0425531914893617
1276,0.0425531914893617
1277,0.0425531914893617
1278,0.0425531914893617
1279,0.0425531914893617
1280,0.0425531914893617
1281,0.0425531914893617
1282,0.04407294832872341
1283,0.04559270516702127
1284,0.04711246200638298
1285,0.04863221884468085
1286,0.05015197568404256
1287,0.05167173252234042
1288,0.05319148936170213
1289,0.05015197568404256
1290,0.04711246200638298
1291,0.04407294832872341
1292,0.04103343464999999
1293,0.03799392097234043
1294,0.03495440729468084
1295,0.031914893617021274
1296,0.031914893617021274
1297,0.031914893617021274
1298,0.031914893617021274
1299,0.031914893617021274
1300,0.031914893617021274
1301,0.031914893617021274
1302,0.031914893617021274
1303,0.03343465045638298
1304,0.03495440729468084
1305,0.03647416413404255
1306,0.03799392097234043
1307,0.03951367781170213
1308,0.04103343464999999
1309,0.0425531914893617
1310,0.0425531914893617
1311,0.0425531914893617
1312,0.0425531914893617
1313,0.0425531914893617
1314,0.0425531914893617
1315,0.0425531914893617
1316,0.0425531914893617
1317,0.04407294832872341
1318,0.04559270516702127
1319,0.04711246200638298
1320,0.04863221884468085
1321,0.05015197568404256
1322,0.05167173252234042
1323,0.05319148936170213
1324,0.04863221884468085
1325,0.04407294832872341
1326,0.03951367781170213
1327,0.03495440729468084
1328,0.03039513677765957
1329,0.025835866261702124
1330,0.02127659574468085
1331,0.02127659574468085
1332,0.02127659574468085
1333,0.02127659574468085
1334,0.02127659574468085
1335,0.02127659574468085
1336,0.02127659574468085
1337,0.02127659574468085
1338,0.02127659574468085
1339,0.02127659574468085
1340,0.02127659574468085
1341,0.02127659574468085
1342,0.02127659574468085
1343,0.02127659574468085
1344,0.02127659574468085
1345,0.02127659574468085
1346,0.02127659574468085
1347,0.02127659574468085
1348,0.02127659574468085
1349,0.02127659574468085
1350,0.02127659574468085
1351,0.02127659574468085
1352,0.02431610942234042
1353,0.027355623100000004
1354,0.03039513677765957
1355,0.03343465045638298
1356,0.03647416413404255
1357,0.03951367781170213
1358,0.0425531914893617
1359,0.03951367781170213
1360,0.03647416413404255
1361,0.03343465045638298
1362,0.03039513677765957
1363,0.027355623100000004
1364,0.02431610942234042
1365,0.02127659574468085
1366,0.02279635258404256
1367,0.02431610942234042
1368,0.025835866261702124
1369,0.027355623100000004
1370,0.02887537993936171
1371,0.03039513677765957
1372,0.031914893617021274
1373,0.02887537993936171
1374,0.025835866261702124
1375,0.02279635258404256
1376,0.019756838905319152
1377,0.016717325227659577
1378,0.013677811550000002
1379,0.010638297872340425
1380,0.010638297872340425
1381,0.010638297872340425
1382,0.010638297872340425
1383,0.010638297872340425
1384,0.010638297872340425
1385,0.010638297872340425
1386,0.010638297872340425
1387,0.010638297872340425
1388,0.010638297872340425
1389,0.010638297872340425
1390,0.010638297872340425
1391,0.010638297872340425
1392,0.010638297872340425
1393,0.010638297872340425
1394,0.010638297872340425
1395,0.010638297872340425
1396,0.010638297872340425
1397,0.010638297872340425
1398,0.010638297872340425
1399,0.010638297872340425
1400,0.010638297872340425
1401,0.009118541032978728
1402,0.0075987841946808495
1403,0.006079027355319152
1404,0.004559270517021274
1405,0.003039513677659576
1406,0.0015197568393616981
1407,0.0
1408,0.0015197568393616981
1409,0.003039513677659576
1410,0.004559270517021274
1411,0.006079027355319152
1412,0.0075987841946808495
1413,0.009118541032978728
1414,0.010638297872340425
1415,0.012158054711702124
1416,0.013677811550000002
1417,0.015197568389361699
1418,0.016717325227659577
1419,0.018237082067021276
1420,0.019756838905319152
1421,0.02127659574468085
1422,0.03039513677765957
1423,0.03951367781170213
1424,0.04863221884468085
1425,0.0577507598787234
1426,0.06686930091170212
1427,0.07598784194574469
1428,0.0851063829787234
1429,0.08814589665638298
1430,0.09118541033404255
1431,0.09422492401170213
1432,0.09726443769042553
1433,0.1003039513680851
1434,0.1033434650457447
1435,0.10638297872340426
1436,0.1033434650457447
1437,0.1003039513680851
1438,0.09726443769042553
1439,0.09422492401170213
1440,0.09118541033404255
1441,0.08814589665638298
1442,0.0851063829787234
1443,0.08054711246170213
1444,0.07598784194574469
1445,0.07142857142872341
1446,0.06686930091170212
1447,0.062310030394680846
1448,0.0577507598787234
1449,0.05319148936170213
1450,0.05167173252234042
1451,0.05015197568404256
1452,0.04863221884468085
1453,0.04711246200638298
1454,0.04559270516702127
1455,0.04407294832872341
1456,0.0425531914893617
1457,0.0425531914893617
1458,0.0425531914893617
1459,0.0425531914893617
1460,0.0425531914893617
1461,0.0425531914893617
1462,0.0425531914893617
1463,0.0425531914893617
1464,0.0425531914893617
1465,0.0425531914893617
1466,0.0425531914893617
1467,0.0425531914893617
1468,0.0425531914893617
1469,0.0425531914893617
1470,0.0425531914893617
1471,0.04559270516702127
1472,0.04863221884468085
1473,0.05167173252234042
1474,0.05471124620106384
1475,0.0577507598787234
1476,0.06079027355638299
1477,0.06382978723404255
1478,0.06686930091170212
1479,0.0699088145893617
1480,0.07294832826702127
1481,0.07598784194574469
1482,0.07902735562340425
1483,0.08206686930106384
1484,0.0851063829787234
1485,0.08662613981808512
1486,0.08814589665638298
1487,0.08966565349574468
1488,0.09118541033404255
1489,0.09270516717340427
1490,0.09422492401170213
1491,0.09574468085106383
1492,0.09878419452872339
1493,0.10182370820638298
1494,0.10486322188404255
1495,0.10790273556276594
1496,0.11094224924042555
1497,0.11398176291808511
1498,0.11702127659574468
1499,0.11398176291808511
1500,0.11094224924042555
1501,0.10790273556276594
1502,0.10486322188404255
1503,0.10182370820638298
1504,0.09878419452872339
1505,0.09574468085106383
1506,0.09574468085106383
1507,0.09574468085106383
1508,0.09574468085106383
1509,0.09574468085106383
1510,0.09574468085106383
1511,0.09574468085106383
1512,0.09574468085106383
1513,0.09422492401170213
1514,0.09270516717340427
1515,0.09118541033404255
1516,0.08966565349574468
1517,0.08814589665638298
1518,0.08662613981808512
1519,0.0851063829787234
1520,0.08662613981808512
1521,0.08814589665638298
1522,0.08966565349574468
1523,0.09118541033404255
1524,0.09270516717340427
1525,0.09422492401170213
1526,0.09574468085106383
1527,0.09574468085106383
1528,0.09574468085106383
1529,0.09574468085106383
1530,0.09574468085106383
1531,0.09574468085106383
1532,0.09574468085106383
1533,0.09574468085106383
1534,0.09422492401170213
1535,0.09270516717340427
1536,0.09118541033404255
1537,0.08966565349574468
1538,0.08814589665638298
1539,0.08662613981808512
1540,0.0851063829787234
1541,0.0835866261393617
1542,0.08206686930106384
1543,0.08054711246170213
1544,0.07902735562340425
1545,0.07750759878404255
1546,0.07598784194574469
1547,0.07446808510638298
1548,0.07750759878404255
1549,0.08054711246170213
1550,0.0835866261393617
1551,0.08662613981808512
1552,0.08966565349574468
1553,0.09270516717340427
1554,0.09574468085106383
1555,0.09574468085106383
1556,0.09574468085106383
1557,0.09574468085106383
1558,0.09574468085106383
1559,0.09574468085106383
1560,0.09574468085106383
1561,0.09574468085106383
1562,0.09726443769042553
1563,0.09878419452872339
1564,0.1003039513680851
1565,0.10182370820638298
1566,0.1033434650457447
1567,0.10486322188404255
1568,0.10638297872340426
1569,0.11246200607872339
1570,0.11854103343510637
1571,0.12462006079042554
1572,0.13069908814574469
1573,0.13677811550106383
1574,0.14285714285744683
1575,0.14893617021276595
1576,0.14741641337340428
1577,0.1458966565351064
1578,0.14437689969574466
1579,0.14285714285744683
1580,0.1413373860180851
1581,0.1398176291797872
1582,0.13829787234042554
1583,0.13525835866276598
1584,0.1322188449851064
1585,0.1291793313074468
1586,0.12613981762872342
1587,0.12310030395106382
1588,0.12006079027340424
1589,0.11702127659574468
1590,0.11246200607872339
1591,0.10790273556276594
1592,0.1033434650457447
1593,0.09878419452872339
1594,0.09422492401170213
1595,0.08966565349574468
1596,0.0851063829787234
1597,0.0835866261393617
1598,0.08206686930106384
1599,0.08054711246170213
1600,0.07902735562340425
1601,0.07750759878404255
1602,0.07598784194574469
1603,0.07446808510638298
1604,0.07446808510638298
1605,0.07446808510638298
1606,0.07446808510638298
1607,0.07446808510638298
1608,0.07446808510638298
1609,0.07446808510638298
1610,0.07446808510638298
1611,0.07446808510638298
1612,0.07446808510638298
1613,0.07446808510638298
1614,0.07446808510638298
1615,0.07446808510638298
1616,0.07446808510638298
1617,0.07446808510638298
1618,0.07446808510638298
1619,0.07446808510638298
1620,0.07446808510638298
1621,0.07446808510638298
1622,0.07446808510638298
1623,0.07446808510638298
1624,0.07446808510638298
1625,0.07446808510638298
1626,0.07446808510638298
1627,0.07446808510638298
1628,0.07446808510638298
1629,0.07446808510638298
1630,0.07446808510638298
1631,0.07446808510638298
1632,0.07446808510638298
1633,0.07446808510638298
1634,0.07446808510638298
1635,0.07446808510638298
1636,0.07446808510638298
1637,0.07446808510638298
1638,0.07446808510638298
1639,0.07446808510638298
1640,0.07446808510638298
1641,0.07446808510638298
1642,0.07446808510638298
1643,0.07446808510638298
1644,0.07446808510638298
1645,0.07446808510638298
1646,0.07294832826702127
1647,0.07142857142872341
1648,0.0699088145893617
1649,0.06838905775106383
1650,0.06686930091170212
1651,0.06534954407340426
1652,0.06382978723404255
1653,0.062310030394680846
1654,0.06079027355638299
1655,0.05927051671702128
1656,0.0577507598787234
1657,0.056231003039361696
1658,0.05471124620106384
1659,0.05319148936170213
1660,0.05319148936170213
1661,0.05319148936170213
1662,0.05319148936170213
1663,0.05319148936170213
1664,0.05319148936170213
1665,0.05319148936170213
1666,0.05319148936170213
1667,0.05015197568404256
1668,0.04711246200638298
1669,0.04407294832872341
1670,0.04103343464999999
1671,0.03799392097234043
1672,0.03495440729468084
1673,0.031914893617021274
1674,0.03647416413404255
1675,0.04103343464999999
1676,0.04559270516702127
1677,0.05015197568404256
1678,0.05471124620106384
1679,0.05927051671702128
1680,0.06382978723404255
1681,0.06079027355638299
1682,0.0577507598787234
1683,0.05471124620106384
1684,0.05167173252234042
1685,0.04863221884468085
1686,0.04559270516702127
1687,0.0425531914893617
1688,0.0425531914893617
1689,0.0425531914893617
1690,0.0425531914893617
1691,0.0425531914893617
1692,0.0425531914893617
1693,0.0425531914893617
1694,0.0425531914893617
1695,0.04407294832872341
1696,0.04559270516702127
1697,0.04711246200638298
1698,0.04863221884468085
1699,0.05015197568404256
1700,0.05167173252234042
1701,0.05319148936170213
1702,0.05319148936170213
1703,0.05319148936170213
1704,0.05319148936170213
1705,0.05319148936170213
1706,0.05319148936170213
1707,0.05319148936170213
1708,0.05319148936170213
1709,0.05015197568404256
1710,0.04711246200638298
1711,0.04407294832872341
1712,0.04103343464999999
1713,0.03799392097234043
1714,0.03495440729468084
1715,0.031914893617021274
1716,0.031914893617021274
1717,0.031914893617021274
1718,0.031914893617021274
1719,0.031914893617021274
1720,0.031914893617021274
1721,0.031914893617021274
1722,0.031914893617021274
1723,0.031914893617021274
1724,0.031914893617021274
1725,0.031914893617021274
1726,0.031914893617021274
1727,0.031914893617021274
1728,0.031914893617021274
1729,0.031914893617021274
1730,0.031914893617021274
1731,0.031914893617021274
1732,0.031914893617021274
1733,0.031914893617021274
1734,0.031914893617021274
1735,0.031914893617021274
1736,0.031914893617021274
1737,0.03039513677765957
1738,0.02887537993936171
1739,0.027355623100000004
1740,0.025835866261702124
1741,0.02431610942234042
1742,0.02279635258404256
1743,0.02127659574468085
1744,0.02127659574468085
1745,0.02127659574468085
1746,0.02127659574468085
1747,0.02127659574468085
1748,0.02127659574468085
1749,0.02127659574468085
1750,0.02127659574468085
1751,0.02127659574468085
1752,0.02127659574468085
1753,0.02127659574468085
1754,0.02127659574468085
1755,0.02127659574468085
1756,0.02127659574468085
1757,0.02127659574468085
1758,0.02127659574468085
1759,0.02127659574468085
1760,0.02127659574468085
1761,0.02127659574468085
1762,0.02127659574468085
1763,0.02127659574468085
1764,0.02127659574468085
1765,0.019756838905319152
1766,0.018237082067021276
1767,0.016717325227659577
1768,0.015197568389361699
1769,0.013677811550000002
1770,0.012158054711702124
1771,0.010638297872340425
1772,0.012158054711702124
1773,0.013677811550000002
1774,0.015197568389361699
1775,0.016717325227659577
1776,0.018237082067021276
1777,0.019756838905319152
1778,0.02127659574468085
1779,0.02127659574468085
1780,0.02127659574468085
1781,0.02127659574468085
1782,0.02127659574468085
1783,0.02127659574468085
1784,0.02127659574468085
1785,0.02127659574468085
1786,0.02127659574468085
1787,0.02127659574468085
1788,0.02127659574468085
1789,0.02127659574468085
1790,0.02127659574468085
1791,0.02127659574468085
1792,0.02127659574468085
1793,0.02127659574468085
1794,0.02127659574468085
1795,0.02127659574468085
1796,0.02127659574468085
1797,0.02127659574468085
1798,0.02127659574468085
1799,0.02127659574468085
1800,0.019756838905319152
1801,0.018237082067021276
1802,0.016717325227659577
1803,0.015197568389361699
1804,0.013677811550000002
1805,0.012158054711702124
1806,0.010638297872340425
1807,0.012158054711702124
1808,0.013677811550000002
1809,0.015197568389361699
1810,0.016717325227659577
1811,0.018237082067021276
1812,0.019756838905319152
1813,0.02127659574468085
1814,0.02279635258404256
1815,0.02431610942234042
1816,0.025835866261702124
1817,0.027355623100000004
1818,0.02887537993936171
1819,0.03039513677765957
1820,0.031914893617021274
1821,0.031914893617021274
1822,0.031914893617021274
1823,0.031914893617021274
1824,0.031914893617021274
1825,0.031914893617021274
1826,0.031914893617021274
1827,0.031914893617021274
